,User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
10386,U10387,47,Male,Student,iOS,2.7,6.9,1,6.3,1,56,3,9.1
10387,U10388,19,Female,Professional,Android,8.2,5.0,6,6.0,1,9,1,6.5
10388,U10389,22,Female,Professional,Android,11.9,4.7,8,5.4,0,12,1,9.7
10389,U10390,58,Female,Professional,Android,6.4,6.5,6,6.8,0,45,6,2.4
10390,U10391,47,Male,Student,Android,1.3,7.6,10,7.5,1,24,3,13.1
10391,U10392,42,Female,Student,iOS,4.8,3.0,7,5.7,1,31,4,9.4
10392,U10393,39,Female,Student,Android,5.0,2.0,10,8.0,0,5,4,7.3
10393,U10394,43,Male,Freelancer,iOS,10.6,6.5,8,8.8,0,59,5,10.5
10394,U10395,30,Male,Student,iOS,8.7,6.0,1,9.0,1,37,2,6.4
10395,U10396,43,Female,Professional,iOS,1.1,7.7,8,8.1,1,42,1,5.9
10396,U10397,20,Female,Freelancer,Android,4.3,7.9,5,8.2,0,55,2,6.4
10397,U10398,18,Other,Business Owner,iOS,4.7,1.8,6,6.6,1,60,1,13.1
10398,U10399,34,Male,Student,iOS,8.5,2.5,2,8.1,0,7,1,12.6
10399,U10400,25,Male,Student,Android,8.4,4.9,8,7.0,1,47,6,8.5
10400,U10401,26,Male,Freelancer,Android,7.8,4.1,3,4.0,0,23,1,2.3
10401,U10402,38,Other,Student,Android,2.2,6.1,10,5.0,0,58,2,3.0
10402,U10403,60,Male,Business Owner,Android,1.6,3.1,9,6.2,1,31,6,4.6
10403,U10404,47,Other,Professional,Android,11.5,4.4,6,8.3,1,5,0,7.6
10404,U10405,49,Female,Freelancer,Android,9.2,7.4,4,4.8,0,36,5,10.3
10405,U10406,47,Male,Freelancer,Android,3.9,1.8,7,6.3,0,24,1,9.8
10406,U10407,22,Female,Freelancer,iOS,11.0,4.2,9,5.3,0,59,6,8.5
10407,U10408,23,Male,Business Owner,Android,2.9,5.6,8,4.3,1,6,5,4.6
10408,U10409,53,Other,Freelancer,iOS,5.6,3.1,7,5.0,1,30,6,9.3
10409,U10410,60,Male,Student,Android,5.1,3.4,2,5.7,0,38,4,2.5
10410,U10411,33,Female,Freelancer,Android,7.6,4.9,5,5.6,0,53,4,10.6
10411,U10412,46,Male,Freelancer,Android,3.1,6.9,1,6.7,0,51,4,7.6
10412,U10413,26,Female,Business Owner,Android,11.8,7.1,10,6.1,0,39,6,4.8
10413,U10414,48,Female,Freelancer,Android,5.5,6.7,9,7.6,0,8,5,3.4
10414,U10415,35,Female,Business Owner,iOS,6.9,5.7,1,5.4,0,21,6,4.8
10415,U10416,28,Other,Professional,iOS,7.2,5.7,10,5.3,0,34,2,7.6
10416,U10417,28,Female,Freelancer,iOS,1.9,2.1,2,8.5,1,57,1,2.3
10417,U10418,19,Other,Freelancer,iOS,2.3,4.0,6,4.2,1,18,1,12.0
10418,U10419,56,Other,Business Owner,Android,11.1,3.9,5,7.6,0,26,5,5.8
10419,U10420,24,Male,Freelancer,iOS,8.4,4.9,9,4.3,0,59,1,4.5
10420,U10421,29,Male,Business Owner,Android,9.6,7.5,5,7.0,1,57,4,11.0
10421,U10422,36,Male,Business Owner,Android,6.0,1.6,6,5.2,1,13,4,12.8
10422,U10423,25,Male,Business Owner,iOS,8.2,3.4,2,8.0,1,31,5,13.7
10423,U10424,52,Female,Student,iOS,2.3,0.8,5,7.6,0,58,6,2.1
10424,U10425,43,Female,Business Owner,iOS,10.9,1.5,4,4.5,1,33,0,5.1
10425,U10426,28,Female,Professional,iOS,3.9,1.0,10,6.0,0,42,6,2.9
10426,U10427,22,Male,Freelancer,Android,10.9,0.7,10,6.4,1,33,2,9.5
10427,U10428,60,Other,Freelancer,iOS,10.0,5.1,10,8.6,1,38,0,8.3
10428,U10429,18,Male,Business Owner,Android,2.7,0.9,7,7.2,1,42,6,6.4
10429,U10430,35,Male,Business Owner,Android,4.4,3.2,1,7.2,1,6,4,12.3
10430,U10431,27,Female,Business Owner,Android,11.3,7.6,2,6.0,0,32,6,7.0
10431,U10432,46,Female,Professional,iOS,3.9,6.1,4,4.7,0,15,0,6.2
10432,U10433,40,Male,Professional,Android,9.4,1.4,10,7.7,1,43,6,6.3
10433,U10434,29,Female,Student,Android,10.4,6.0,9,6.8,1,60,3,12.1
10434,U10435,31,Female,Student,Android,4.5,4.9,8,4.5,1,9,5,7.6
10435,U10436,20,Male,Business Owner,iOS,4.1,2.2,1,7.1,0,21,2,2.9
10436,U10437,52,Male,Freelancer,iOS,2.7,2.7,4,7.5,0,40,0,11.5
10437,U10438,31,Female,Business Owner,Android,5.7,2.3,5,6.0,0,52,1,10.9
10438,U10439,46,Male,Freelancer,iOS,4.4,7.9,9,7.1,0,42,0,8.9
10439,U10440,21,Male,Professional,iOS,2.7,2.4,9,5.8,0,58,1,8.5
10440,U10441,58,Other,Student,Android,10.2,3.5,5,6.5,0,31,2,10.3
10441,U10442,51,Other,Freelancer,iOS,10.3,6.6,1,5.3,1,7,1,7.5
10442,U10443,59,Other,Freelancer,iOS,4.8,4.9,1,6.2,0,41,3,4.2
10443,U10444,60,Other,Professional,Android,11.9,6.4,6,5.6,0,16,0,4.8
10444,U10445,60,Male,Business Owner,iOS,5.8,3.4,7,6.4,1,26,5,4.1
10445,U10446,24,Other,Student,Android,11.9,3.7,3,5.7,1,32,2,12.2
10446,U10447,42,Male,Business Owner,iOS,9.4,7.7,9,8.1,0,33,6,8.7
10447,U10448,37,Male,Freelancer,Android,2.2,6.3,2,7.6,1,6,6,4.7
10448,U10449,46,Male,Business Owner,Android,9.3,3.4,8,7.5,1,48,1,12.6
10449,U10450,21,Male,Student,Android,11.8,2.9,10,8.5,1,47,5,5.3
10450,U10451,56,Female,Professional,Android,8.0,3.6,6,7.8,1,55,4,7.9
10451,U10452,18,Female,Student,iOS,10.3,1.1,2,7.0,0,21,2,5.4
10452,U10453,21,Other,Freelancer,Android,5.7,3.8,3,6.5,1,36,0,2.0
10453,U10454,42,Female,Professional,iOS,3.7,6.1,2,5.5,0,28,4,2.8
10454,U10455,30,Female,Business Owner,Android,4.2,2.5,1,5.3,1,23,4,8.5
10455,U10456,33,Female,Professional,Android,5.2,6.5,9,7.0,1,29,3,11.6
10456,U10457,41,Other,Business Owner,iOS,6.1,3.6,9,6.7,0,36,3,12.7
10457,U10458,33,Male,Student,Android,3.8,4.6,4,5.8,0,38,3,8.3
10458,U10459,30,Female,Professional,Android,9.2,3.7,8,9.0,0,17,1,6.9
10459,U10460,23,Other,Professional,iOS,2.1,4.2,5,4.0,0,38,0,3.0
10460,U10461,19,Other,Business Owner,iOS,8.0,3.0,2,8.0,0,23,6,5.0
10461,U10462,44,Other,Professional,Android,6.0,7.0,7,6.1,1,35,1,7.4
10462,U10463,19,Other,Student,iOS,8.7,5.8,4,4.8,1,16,1,2.8
10463,U10464,18,Female,Business Owner,iOS,6.2,7.7,2,7.8,1,34,4,10.8
10464,U10465,39,Other,Freelancer,iOS,2.0,3.0,1,6.6,1,18,2,5.5
10465,U10466,30,Female,Student,Android,5.1,6.8,2,5.1,0,35,4,4.9
10466,U10467,60,Female,Freelancer,iOS,9.6,1.1,9,6.5,1,43,5,9.2
10467,U10468,22,Male,Business Owner,iOS,2.1,1.8,7,4.8,1,43,1,10.6
10468,U10469,32,Male,Freelancer,Android,9.0,3.9,2,9.0,1,51,2,10.3
10469,U10470,24,Male,Business Owner,Android,1.4,7.1,3,6.5,1,15,3,13.7
10470,U10471,60,Other,Student,Android,9.6,6.5,6,5.8,0,27,5,13.3
10471,U10472,28,Female,Business Owner,Android,8.0,5.5,9,4.9,1,13,2,7.1
10472,U10473,28,Male,Freelancer,iOS,9.3,4.3,3,4.2,0,21,6,8.8
10473,U10474,20,Female,Student,iOS,9.2,0.9,2,8.5,0,56,6,5.2
10474,U10475,44,Female,Freelancer,Android,7.8,7.6,10,4.1,1,27,3,9.1
10475,U10476,50,Other,Student,iOS,7.6,1.4,4,4.5,0,31,2,3.0
10476,U10477,24,Other,Business Owner,iOS,4.1,3.3,2,8.0,1,60,6,11.8
10477,U10478,38,Other,Freelancer,iOS,3.5,7.6,5,5.9,0,36,0,10.8
10478,U10479,38,Male,Freelancer,iOS,3.2,2.7,4,6.5,0,49,6,9.8
10479,U10480,53,Female,Student,iOS,6.7,1.4,4,7.7,0,20,4,12.5
10480,U10481,58,Other,Student,Android,4.5,5.7,8,8.4,0,39,6,2.0
10481,U10482,30,Male,Student,iOS,2.6,0.8,5,8.7,0,22,0,11.6
10482,U10483,57,Male,Freelancer,Android,2.8,1.9,5,7.8,1,12,1,3.2
10483,U10484,31,Male,Freelancer,iOS,6.3,4.1,10,7.0,0,28,5,9.0
10484,U10485,52,Male,Professional,Android,1.2,2.3,9,7.1,0,6,1,2.2
10485,U10486,43,Female,Student,iOS,4.0,7.8,4,8.1,0,57,4,14.0
10486,U10487,45,Male,Freelancer,Android,9.2,3.5,10,6.0,1,45,1,5.5
10487,U10488,25,Female,Business Owner,iOS,8.6,7.1,7,7.1,0,27,5,12.9
10488,U10489,32,Female,Student,Android,2.0,1.6,3,5.0,0,54,6,7.2
10489,U10490,31,Female,Business Owner,Android,8.9,4.5,10,5.7,1,46,5,4.7
10490,U10491,24,Female,Freelancer,iOS,11.2,3.8,7,9.0,1,11,0,6.8
10491,U10492,40,Male,Student,iOS,6.2,0.5,4,7.0,1,6,5,2.7
10492,U10493,38,Female,Business Owner,Android,5.3,1.9,5,7.6,1,30,5,9.6
10493,U10494,29,Female,Freelancer,Android,3.5,3.5,6,4.9,1,45,2,2.9
10494,U10495,18,Other,Freelancer,Android,3.8,1.5,2,4.7,1,49,4,8.2
10495,U10496,43,Other,Business Owner,Android,1.8,1.7,6,5.6,1,23,4,3.2
10496,U10497,59,Other,Freelancer,iOS,11.5,2.2,9,8.3,1,5,3,8.9
10497,U10498,38,Other,Freelancer,iOS,10.1,4.2,6,6.9,0,40,5,2.9
10498,U10499,18,Male,Freelancer,Android,11.0,4.3,7,6.6,0,54,5,3.2
10499,U10500,42,Female,Professional,iOS,8.1,4.5,5,7.8,1,34,0,7.4
10500,U10501,31,Other,Business Owner,Android,7.2,6.5,4,7.1,0,48,2,7.0
10501,U10502,47,Female,Business Owner,Android,10.3,3.8,8,4.6,0,28,4,6.8
10502,U10503,32,Male,Professional,iOS,5.7,3.6,10,8.4,0,23,1,9.7
10503,U10504,22,Female,Student,Android,11.2,5.2,1,8.8,0,52,0,10.9
10504,U10505,60,Other,Student,Android,5.5,7.6,7,5.3,1,46,6,2.1
10505,U10506,35,Female,Business Owner,iOS,3.4,1.5,6,8.6,1,45,0,6.4
10506,U10507,59,Other,Freelancer,Android,3.9,4.2,8,5.5,1,59,1,10.3
10507,U10508,57,Female,Freelancer,Android,1.7,2.7,3,6.7,1,46,5,7.1
10508,U10509,41,Other,Freelancer,Android,5.6,1.7,9,7.2,1,31,0,10.4
10509,U10510,20,Female,Professional,iOS,7.3,7.2,9,4.5,1,15,4,10.5
10510,U10511,22,Other,Student,Android,3.8,5.9,9,4.5,0,36,2,13.6
10511,U10512,31,Other,Freelancer,Android,5.7,6.7,7,6.2,1,38,4,12.9
10512,U10513,44,Male,Student,Android,3.6,0.9,9,4.2,1,9,3,10.3
10513,U10514,37,Male,Professional,Android,2.8,1.7,9,5.8,1,21,5,6.7
10514,U10515,56,Other,Freelancer,iOS,3.6,4.7,4,7.4,1,59,2,12.8
10515,U10516,49,Female,Student,iOS,7.2,4.7,3,8.5,0,8,4,4.8
10516,U10517,24,Male,Student,Android,1.3,6.3,3,5.7,1,32,0,13.0
10517,U10518,52,Male,Freelancer,Android,11.5,5.4,5,7.5,0,10,5,10.4
10518,U10519,54,Female,Business Owner,iOS,8.8,2.9,3,7.1,0,16,1,2.3
10519,U10520,28,Female,Business Owner,iOS,10.7,5.2,9,7.1,0,8,0,6.2
10520,U10521,34,Male,Student,iOS,10.6,3.2,3,5.0,1,46,3,9.2
10521,U10522,24,Other,Business Owner,Android,3.5,0.8,1,7.5,1,38,0,11.7
10522,U10523,56,Male,Business Owner,iOS,2.6,4.7,7,8.1,1,57,1,13.2
10523,U10524,38,Other,Professional,Android,9.9,7.4,9,8.4,1,42,5,6.6
10524,U10525,58,Male,Student,iOS,1.4,5.0,9,4.2,0,40,4,8.0
10525,U10526,42,Female,Freelancer,iOS,6.1,7.0,2,8.6,1,43,4,6.8
10526,U10527,26,Other,Business Owner,Android,9.0,6.7,8,4.2,1,6,3,10.8
10527,U10528,39,Male,Professional,Android,8.1,6.2,6,5.8,1,53,4,5.2
10528,U10529,29,Female,Business Owner,iOS,10.3,4.8,1,5.4,0,49,5,5.0
10529,U10530,58,Male,Professional,iOS,3.8,5.9,3,4.4,0,60,0,5.4
10530,U10531,38,Other,Professional,Android,9.3,3.9,6,7.4,1,29,1,3.8
10531,U10532,60,Female,Professional,iOS,1.3,1.8,3,6.6,0,55,1,12.1
10532,U10533,48,Male,Freelancer,iOS,1.6,5.1,2,8.8,1,20,0,11.8
10533,U10534,22,Other,Student,iOS,8.2,1.0,7,4.1,0,42,2,4.2
10534,U10535,39,Other,Freelancer,Android,6.9,2.9,2,5.0,0,7,3,8.5
10535,U10536,19,Male,Student,iOS,9.7,1.4,8,7.5,1,39,6,11.2
10536,U10537,56,Male,Professional,Android,11.4,5.9,5,8.2,1,56,1,6.3
10537,U10538,55,Male,Freelancer,Android,7.4,3.1,8,8.3,0,43,3,12.9
10538,U10539,46,Other,Student,Android,9.8,7.8,9,4.8,1,28,5,7.1
10539,U10540,42,Male,Student,iOS,3.2,1.4,5,7.0,0,18,6,11.7
10540,U10541,50,Female,Business Owner,Android,10.0,7.1,2,4.4,0,10,3,7.6
10541,U10542,58,Female,Freelancer,iOS,5.3,4.2,2,6.8,1,37,6,8.5
10542,U10543,32,Female,Business Owner,Android,2.6,4.4,3,4.3,0,26,5,12.8
10543,U10544,50,Male,Student,iOS,7.2,2.3,5,6.5,1,48,5,3.6
10544,U10545,55,Other,Professional,iOS,8.0,6.8,5,8.3,0,47,4,8.2
10545,U10546,18,Other,Business Owner,Android,2.9,4.7,6,6.5,0,41,3,7.6
10546,U10547,32,Female,Freelancer,Android,11.0,7.7,4,7.5,1,11,3,13.7
10547,U10548,19,Male,Student,Android,8.2,7.5,7,8.4,1,47,0,13.7
10548,U10549,57,Female,Professional,Android,1.1,5.4,3,4.1,0,58,1,6.3
10549,U10550,25,Other,Freelancer,iOS,7.4,2.8,6,5.4,1,48,0,8.9
10550,U10551,37,Other,Freelancer,iOS,10.4,4.6,1,4.5,0,57,4,2.0
10551,U10552,33,Female,Student,Android,3.8,3.1,9,7.1,0,8,6,11.7
10552,U10553,45,Other,Freelancer,iOS,5.3,3.5,7,8.2,1,55,5,8.9
10553,U10554,33,Male,Student,Android,2.0,7.1,10,8.5,1,34,2,4.6
10554,U10555,57,Male,Student,Android,7.2,4.8,3,8.7,1,42,4,4.6
10555,U10556,23,Other,Business Owner,Android,8.7,1.9,10,7.7,1,47,5,3.2
10556,U10557,21,Other,Freelancer,iOS,10.1,7.1,6,4.0,1,59,1,13.7
10557,U10558,26,Other,Business Owner,Android,6.4,4.1,4,5.5,1,15,5,7.4
10558,U10559,41,Male,Business Owner,Android,10.4,5.1,8,7.6,1,39,5,5.4
10559,U10560,49,Other,Professional,iOS,9.7,6.2,1,5.0,0,54,2,3.2
10560,U10561,36,Female,Business Owner,Android,2.0,1.9,8,5.5,1,39,6,13.8
10561,U10562,30,Male,Business Owner,Android,8.0,2.9,7,6.0,1,42,1,10.1
10562,U10563,27,Male,Freelancer,Android,6.5,4.7,1,8.5,1,31,4,12.2
10563,U10564,42,Male,Student,Android,7.2,1.6,4,4.1,0,9,3,6.9
10564,U10565,31,Male,Business Owner,iOS,4.7,1.4,1,4.5,1,10,1,12.7
10565,U10566,59,Male,Professional,Android,9.0,6.6,3,5.9,1,42,4,13.8
10566,U10567,20,Male,Freelancer,iOS,3.7,7.2,9,4.4,0,26,5,5.3
10567,U10568,33,Other,Professional,iOS,6.6,7.8,5,4.1,0,35,5,3.0
10568,U10569,56,Male,Freelancer,iOS,3.5,6.6,9,8.5,1,53,1,5.7
10569,U10570,46,Other,Professional,iOS,9.9,7.8,2,7.3,1,16,3,12.2
10570,U10571,39,Other,Business Owner,iOS,3.8,7.0,10,8.5,0,58,0,5.8
10571,U10572,26,Other,Freelancer,iOS,9.1,5.7,4,9.0,1,52,4,9.4
10572,U10573,35,Other,Business Owner,iOS,7.1,4.1,5,5.5,1,50,4,4.0
10573,U10574,38,Male,Student,Android,1.4,6.3,6,8.2,1,26,6,6.2
10574,U10575,59,Other,Freelancer,Android,8.9,3.5,8,5.7,1,8,2,7.7
10575,U10576,20,Other,Business Owner,iOS,11.9,2.8,7,4.9,1,56,1,3.4
10576,U10577,51,Male,Freelancer,iOS,9.0,1.5,5,7.2,0,5,4,9.0
10577,U10578,44,Male,Business Owner,Android,8.2,7.0,3,6.1,0,33,3,4.7
10578,U10579,59,Female,Student,Android,7.2,6.7,10,5.8,0,60,1,12.8
10579,U10580,36,Male,Business Owner,iOS,4.9,5.4,4,8.2,1,44,3,6.7
10580,U10581,19,Other,Professional,Android,11.0,3.5,6,5.7,1,18,4,6.7
10581,U10582,32,Other,Business Owner,Android,11.6,0.6,2,5.6,0,17,3,10.7
10582,U10583,39,Female,Business Owner,iOS,7.4,5.4,2,4.8,1,21,3,5.3
10583,U10584,39,Other,Student,Android,5.0,1.5,2,4.7,1,26,2,13.8
10584,U10585,33,Female,Freelancer,iOS,11.1,3.1,2,5.8,0,44,1,3.2
10585,U10586,31,Female,Business Owner,iOS,7.9,0.8,9,8.8,0,59,2,2.4
10586,U10587,52,Female,Business Owner,iOS,7.2,0.9,8,6.8,0,57,4,10.8
10587,U10588,21,Female,Professional,Android,11.5,3.1,7,8.6,1,58,3,2.6
10588,U10589,60,Male,Professional,Android,12.0,7.1,3,4.7,1,6,5,8.1
10589,U10590,33,Female,Student,Android,7.1,7.5,9,8.4,1,15,5,6.0
10590,U10591,32,Other,Business Owner,Android,4.7,0.7,7,5.2,0,45,3,11.3
10591,U10592,56,Male,Student,iOS,8.2,7.6,8,7.8,1,30,6,12.7
10592,U10593,42,Other,Student,iOS,7.8,7.5,7,5.6,1,54,4,4.2
10593,U10594,51,Other,Professional,iOS,10.8,4.7,5,6.7,1,38,0,8.9
10594,U10595,38,Female,Student,Android,11.7,0.7,6,4.7,1,9,4,5.7
10595,U10596,29,Other,Professional,Android,9.1,4.4,1,6.4,0,5,6,8.2
10596,U10597,46,Male,Professional,Android,4.3,6.4,1,8.1,0,15,2,6.3
10597,U10598,58,Male,Business Owner,Android,6.4,3.6,9,4.9,0,30,5,10.4
10598,U10599,18,Male,Professional,iOS,1.3,7.0,2,7.0,0,41,0,4.6
10599,U10600,22,Female,Freelancer,Android,8.0,5.5,2,8.1,1,46,6,14.0
10600,U10601,49,Other,Freelancer,Android,11.0,6.9,10,5.9,1,51,1,10.7
10601,U10602,22,Male,Professional,iOS,9.7,1.0,1,4.9,0,6,2,2.8
10602,U10603,30,Male,Professional,iOS,1.7,4.2,7,4.3,0,46,6,5.1
10603,U10604,21,Female,Freelancer,Android,10.0,7.7,5,5.6,0,56,5,7.8
10604,U10605,58,Other,Business Owner,iOS,9.4,3.2,3,8.8,0,54,5,8.7
10605,U10606,27,Other,Business Owner,Android,1.3,1.8,3,8.0,1,6,1,5.7
10606,U10607,31,Female,Student,iOS,8.9,2.0,2,7.1,0,52,6,4.0
10607,U10608,26,Female,Professional,Android,7.7,5.3,5,4.2,0,27,4,8.9
10608,U10609,23,Other,Professional,Android,4.3,3.7,8,7.7,0,32,3,3.9
10609,U10610,29,Male,Student,Android,8.2,3.7,8,4.2,0,28,2,8.7
10610,U10611,55,Male,Professional,iOS,9.7,1.8,2,6.4,1,7,4,12.1
10611,U10612,53,Other,Freelancer,iOS,11.3,6.0,2,5.0,1,31,6,2.6
10612,U10613,31,Male,Freelancer,iOS,11.2,1.8,5,5.4,1,51,6,8.9
10613,U10614,33,Male,Business Owner,Android,1.1,4.4,4,4.5,0,27,2,9.9
10614,U10615,50,Female,Freelancer,iOS,1.0,4.5,9,5.3,1,58,0,2.6
10615,U10616,23,Male,Student,Android,4.6,5.5,3,8.2,1,31,5,4.4
10616,U10617,45,Male,Business Owner,iOS,3.8,7.2,7,4.2,1,24,0,3.5
10617,U10618,47,Female,Student,iOS,5.9,7.3,3,6.2,1,49,1,4.4
10618,U10619,37,Male,Business Owner,iOS,6.1,7.2,8,4.7,1,24,3,3.2
10619,U10620,28,Female,Business Owner,iOS,1.4,1.9,6,7.6,1,43,5,3.3
10620,U10621,30,Female,Freelancer,Android,1.8,6.6,6,8.8,0,7,5,10.1
10621,U10622,33,Female,Freelancer,iOS,9.6,1.0,9,8.2,0,54,0,2.7
10622,U10623,45,Male,Freelancer,iOS,3.2,7.4,10,8.1,1,47,6,6.7
10623,U10624,29,Male,Professional,iOS,5.8,2.5,6,8.2,1,11,6,13.6
10624,U10625,56,Male,Student,Android,8.9,1.0,6,4.4,0,6,0,13.8
10625,U10626,33,Other,Business Owner,Android,5.0,2.9,8,4.5,1,39,2,4.3
10626,U10627,37,Male,Freelancer,iOS,4.6,0.7,8,5.3,0,14,6,13.9
10627,U10628,36,Male,Student,iOS,11.3,7.6,10,4.2,0,41,1,10.0
10628,U10629,54,Female,Professional,iOS,11.9,2.5,6,5.8,0,26,1,13.5
10629,U10630,46,Female,Student,Android,6.4,6.1,9,8.1,0,44,4,10.6
10630,U10631,58,Other,Freelancer,Android,9.3,5.7,9,6.0,1,24,6,5.0
10631,U10632,30,Female,Freelancer,iOS,10.9,5.0,8,4.2,0,44,3,8.2
10632,U10633,35,Other,Freelancer,iOS,5.6,5.5,1,5.9,1,9,0,6.0
10633,U10634,48,Other,Professional,iOS,2.0,4.9,7,5.8,0,25,4,9.7
10634,U10635,23,Other,Professional,Android,2.1,5.9,1,5.4,0,10,6,6.3
10635,U10636,41,Other,Business Owner,Android,7.1,1.5,6,6.8,1,20,2,3.0
10636,U10637,43,Other,Freelancer,iOS,3.9,5.5,1,5.5,0,24,4,5.3
10637,U10638,42,Other,Professional,Android,10.6,0.8,5,6.3,1,50,4,5.3
10638,U10639,28,Male,Freelancer,Android,11.5,7.3,2,5.3,1,28,2,5.6
10639,U10640,48,Other,Business Owner,Android,2.0,1.2,4,6.1,0,31,1,9.5
10640,U10641,46,Male,Business Owner,iOS,5.9,1.8,3,4.8,0,41,2,5.9
10641,U10642,45,Other,Professional,iOS,11.6,5.7,7,6.1,1,20,2,5.3
10642,U10643,50,Female,Business Owner,Android,5.1,0.8,9,6.0,0,60,4,11.3
10643,U10644,57,Other,Student,iOS,10.6,2.7,6,7.7,1,26,5,6.6
10644,U10645,45,Other,Student,Android,6.3,3.3,3,4.1,1,6,5,2.7
10645,U10646,27,Male,Business Owner,Android,9.7,7.4,1,6.8,1,26,6,9.6
10646,U10647,48,Other,Student,iOS,6.1,2.7,3,7.1,0,28,2,3.2
10647,U10648,19,Female,Professional,Android,3.0,5.8,7,8.3,0,37,5,7.3
10648,U10649,42,Other,Business Owner,Android,4.4,1.8,2,6.6,0,22,4,12.0
10649,U10650,45,Other,Student,iOS,8.6,6.4,3,6.8,1,12,4,12.4
10650,U10651,23,Male,Professional,iOS,11.6,7.5,4,8.7,1,9,4,13.1
10651,U10652,37,Other,Professional,iOS,3.0,6.9,5,8.8,1,5,5,10.3
10652,U10653,56,Male,Student,Android,5.5,3.2,6,4.0,0,47,4,4.8
10653,U10654,52,Male,Business Owner,Android,9.2,6.3,9,8.4,1,8,0,5.9
10654,U10655,27,Female,Business Owner,Android,10.5,1.6,10,6.7,1,48,6,12.8
10655,U10656,53,Female,Professional,iOS,11.8,6.8,10,6.6,1,46,0,2.3
10656,U10657,29,Male,Professional,Android,6.1,3.0,8,4.3,0,26,2,10.4
10657,U10658,34,Female,Freelancer,iOS,3.8,7.5,2,4.1,1,7,6,9.0
10658,U10659,42,Other,Student,Android,11.8,1.3,7,7.2,1,6,1,14.0
10659,U10660,47,Female,Business Owner,iOS,11.1,3.4,4,8.6,1,20,5,6.0
10660,U10661,37,Female,Freelancer,Android,10.9,5.6,8,5.7,1,53,5,8.9
10661,U10662,47,Other,Business Owner,iOS,5.7,0.9,2,5.4,0,45,6,12.7
10662,U10663,36,Other,Business Owner,iOS,10.0,2.7,6,6.2,1,21,3,13.7
10663,U10664,42,Male,Professional,Android,10.1,2.4,8,4.8,0,47,5,9.6
10664,U10665,53,Male,Business Owner,iOS,3.7,2.2,9,5.2,1,23,2,9.8
10665,U10666,56,Female,Student,Android,4.7,2.6,6,4.8,0,16,4,13.7
10666,U10667,48,Other,Freelancer,Android,5.4,1.4,2,8.7,0,28,6,4.9
10667,U10668,22,Female,Business Owner,Android,5.3,7.7,8,4.3,0,32,4,13.2
10668,U10669,39,Other,Student,Android,3.5,5.6,4,7.0,1,20,2,11.5
10669,U10670,26,Other,Student,iOS,4.6,1.2,2,4.4,0,7,1,11.3
10670,U10671,48,Male,Business Owner,iOS,6.9,3.6,1,5.8,0,60,6,11.2
10671,U10672,30,Female,Professional,iOS,5.2,4.2,3,7.1,0,29,0,7.5
10672,U10673,27,Male,Student,iOS,3.6,7.3,7,8.7,0,32,3,13.0
10673,U10674,30,Other,Business Owner,Android,7.7,4.5,2,6.7,0,9,6,3.3
10674,U10675,18,Male,Freelancer,Android,6.1,5.7,3,5.6,1,41,1,9.8
10675,U10676,18,Male,Business Owner,iOS,11.4,7.9,3,8.1,1,35,5,5.2
10676,U10677,50,Female,Professional,iOS,2.8,1.1,5,7.6,0,15,6,4.8
10677,U10678,41,Other,Business Owner,iOS,5.4,3.4,8,6.7,1,38,2,9.2
10678,U10679,49,Male,Professional,Android,11.3,7.9,3,5.2,0,22,3,2.1
10679,U10680,43,Male,Professional,iOS,6.5,6.1,2,4.4,1,16,4,7.0
10680,U10681,44,Male,Professional,Android,3.4,4.2,8,7.2,0,31,3,2.8
10681,U10682,43,Female,Professional,iOS,6.9,3.2,9,6.5,1,54,0,12.6
10682,U10683,41,Other,Professional,iOS,11.8,6.6,1,8.9,1,29,6,9.1
10683,U10684,42,Male,Student,iOS,11.4,1.7,2,4.4,1,39,1,8.0
10684,U10685,49,Other,Professional,iOS,9.0,5.5,6,5.7,0,15,0,11.5
10685,U10686,37,Female,Freelancer,Android,9.0,2.3,8,4.3,0,36,3,10.2
10686,U10687,59,Male,Business Owner,iOS,11.4,6.1,7,6.4,1,18,1,4.2
10687,U10688,55,Other,Business Owner,iOS,5.0,4.2,10,9.0,1,11,0,3.7
10688,U10689,22,Female,Business Owner,iOS,5.2,2.4,8,8.9,0,59,5,10.2
10689,U10690,44,Female,Business Owner,iOS,10.1,4.0,3,4.3,1,44,0,4.1
10690,U10691,20,Male,Business Owner,iOS,7.1,4.2,10,4.8,0,46,2,9.7
10691,U10692,25,Other,Professional,iOS,11.2,5.6,2,7.2,0,12,0,3.5
10692,U10693,42,Female,Business Owner,iOS,6.9,6.6,10,5.3,0,25,5,4.1
10693,U10694,54,Female,Student,iOS,6.4,4.7,2,8.4,0,40,1,9.1
10694,U10695,28,Other,Student,Android,9.3,7.0,3,7.3,1,36,1,11.5
10695,U10696,30,Male,Freelancer,iOS,11.3,2.0,8,4.9,1,21,0,9.6
10696,U10697,45,Other,Professional,iOS,4.0,5.1,9,8.6,1,59,4,11.8
10697,U10698,34,Female,Freelancer,iOS,5.4,6.3,10,5.7,0,46,5,8.8
10698,U10699,40,Other,Freelancer,Android,2.7,3.6,10,7.1,0,23,3,10.7
