User_ID,Age,Gender,Occupation,Sleep_Hours,Daily_Screen_Hours,Weekend_Screen_Hours,Social_Media_Hours,Caffeine_Cups_Per_Day,Work_Productivity_Score,App_Usage_Count,Exercise_Hours_Per_Week,Daily_Work_Hours,Commute_Hours_Per_Day,Stress_Level,Stressed
SR02935,18.0,Male,Student,6.5,8.0,9.5,3.5,4.0,2.0,47.0,3.0,4.0,0.5,10,1
SR00606,51.0,Male,Business Owner,5.5,12.5,15.0,0.0,4.0,4.0,35.0,2.0,10.0,1.0,10,1
SR00897,76.0,Other,Retired,10.0,1.0,1.5,,2.0,7.0,41.0,3.0,2.0,0.0,10,1
SR00528,35.0,Other,Young Professional,6.5,4.5,5.5,0.0,3.0,7.0,23.0,3.0,9.0,0.5,5,0
SR04608,39.0,female,Teacher,7.5,10.0,12.0,4.5,1.0,7.0,32.0,5.0,4.0,,10,1
SR02348,29.0,Male,freelancer,,7.5,10.0,4.0,2.0,2.0,34.0,3.0,6.0,1.5,10,1
SR03440,56.0,Female,Young Professional,7.0,9.0,12.5,3.5,4.0,6.0,39.0,2.0,9.0,1.0,10,1
SR04999,59.0,MALE,Business Owner,5.0,7.5,8.5,4.5,4.0,7.0,29.0,2.0,11.0,0.0,10,0
SR04827,35.0,Female,Freelancer,6.5,7.0,7.5,4.5,3.0,2.0,57.0,5.0,11.0,0.0,10,1
SR03923,19.0,Male,Business Owner,-2.0,4.0,6.0,4.5,3.0,8.0,34.0,1.0,13.0,2.0,10,1
SR00299,23.0,Non-binary,Freelancer,8.0,8.0,9.5,2.5,5.0,6.0,21.0,1.0,6.0,1.0,10,1
SR02120,25.0,Female,Young Professional,5.5,9.0,9.5,0.0,3.0,8.0,44.0,2.0,5.0,1.5,10,1
SR02537,21.0,Non-binary,STUDENT,3.5,3.0,4.0,3.0,1.0,,45.0,0.0,4.0,0.0,10,1
SR04204,20.0,Female,Student,,10.0,12.5,4.0,2.0,8.0,44.0,2.0,5.0,0.0,10,1
SR03255,18.0,Female,Student,7.0,8.5,10.5,2.0,2.0,8.0,23.0,0.0,5.0,0.5,10,1
SR03726,67.0,Female,Retired,8.5,2.5,3.0,0.5,1.0,7.0,14.0,0.0,1.0,0.5,6,0
SR01261,0.0,Female,Retired,6.0,5.0,4.5,1.5,0.0,7.0,37.0,2.0,3.0,0.0,10,1
SR01559,48.0,Female,Freelancer,9.5,8.0,10.0,3.5,2.0,6.0,39.0,3.0,4.0,0.5,10,1
SR03270,79.0,Male,Retired,-2.0,2.0,,2.5,1.0,8.0,32.0,3.0,1.0,0.5,9,0
SR04047,71.0,  Male ,Retired,7.0,2.5,6.0,1.5,3.0,7.0,24.0,4.0,6.0,0.0,4,0
SR00757,36.0,Male,Freelancer,8.5,5.5,9.0,1.0,1.0,7.0,34.0,2.0,6.0,0.5,10,1
SR01011,21.0,Male,Student,7.0,10.5,15.0,5.0,1.0,,18.0,0.0,5.0,0.5,10,1
SR02795,53.0,Female,Freelancer,5.0,10.5,15.0,5.0,3.0,4.0,,1.0,8.0,0.0,10,1
SR02906,55.0,Male,Young Professional,,8.0,11.0,2.5,1.0,6.0,15.0,4.0,9.0,1.0,10,1
SR01871,28.0,Male,Healthcare Worker,4.0,1.0,1.0,0.5,3.0,7.0,12.0,8.0,7.0,1.5,10,1
SR02230,75.0,Man,Retired,7.0,3.0,5.0,0.5,1.0,7.0,25.0,0.0,1.0,0.0,5,0
SR01174,35.0,Female,Business Owner,8.5,7.0,8.0,3.0,3.0,6.0,27.0,0.0,14.0,0.0,10,1
SR01833,41.0,Female,Business Owner,5.5,10.0,13.0,0.0,1.0,6.0,3.0,0.0,9.0,0.5,10,1
SR00377,21.0,other,Student,6.0,7.5,10.5,2.0,2.0,5.0,45.0,4.0,3.0,0.0,10,1
SR03854,37.0,Non-binary,Young Professional,8.0,5.0,8.0,,2.0,,32.0,5.0,8.0,,10,1
SR03617,19.0,Male,Student,6.5,5.5,7.0,0.5,3.0,7.0,38.0,4.0,8.0,1.0,10,1
SR00799,75.0,Non-binary,Retired,8.0,1.0,1.0,0.0,,9.0,8.0,,4.0,0.0,4,0
SR00379,25.0,Female,Business Owner,6.0,7.5,9.0,3.0,3.0,6.0,38.0,3.0,9.0,1.0,10,1
SR01159,,Female,Student,7.5,7.5,10.0,3.5,2.0,5.0,29.0,2.0,5.0,0.0,10,1
SR03820,34.0,Female,Business Owner,6.0,6.0,6.0,3.0,4.0,5.0,19.0,2.0,10.0,0.5,10,1
SR02793,30.0,Non-binary,Yng Professional,7.5,7.5,8.5,3.0,3.0,6.0,31.0,2.0,8.0,1.5,10,1
SR02241,35.0,Non-binary,Retired,8.5,3.5,3.5,1.0,2.0,10.0,3.0,7.0,1.0,0.0,0,0
SR04036,38.0,Male,Business Owner,9.5,7.0,8.5,4.5,5.0,9.0,50.0,5.0,10.0,0.0,10,1
SR02663,55.0,Female,Business Owner,5.0,5.5,6.5,1.0,4.0,5.0,28.0,2.0,9.0,,10,1
SR04013,25.0,Male,Healthcare Worker,6.0,5.0,4.0,2.0,1.0,7.0,37.0,6.0,8.0,1.0,10,1
SR02958,48.0,Male,Freelancer,7.0,10.0,12.5,2.5,4.0,5.0,,3.0,10.0,0.0,10,1
SR03928,72.0,Male,Retired,7.5,7.0,9.5,1.5,1.0,10.0,31.0,5.0,2.0,0.0,7,0
SR01039,29.0,Female,Business Owner,5.0,10.5,14.5,4.0,1.0,8.0,58.0,0.0,11.0,2.0,10,1
SR03260,36.0,Male,teacher,9.5,6.0,9.0,4.5,2.0,3.0,36.0,5.0,5.0,1.0,10,1
SR01345,27.0,Non-binary,Young Professional,,5.5,7.5,0.5,2.0,8.0,39.0,3.0,11.0,1.5,10,1
SR02506,59.0,Female,Freelancer,9.5,,6.5,4.5,4.0,6.0,27.0,3.0,9.0,0.0,7,0
SR01722,,Female,Retired,6.5,1.0,1.5,6.0,1.0,7.0,18.0,7.0,2.0,0.5,6,0
SR04664,72.0,Female,Retired,9.5,1.0,2.5,3.5,4.0,8.0,16.0,,2.0,0.5,5,0
SR00176,29.0,Non-binary,Freelancer,6.5,7.5,9.5,2.0,1.0,5.0,44.0,3.0,13.0,0.0,10,1
SR04894,18.0,Female,Student,7.5,8.0,13.0,4.0,1.0,5.0,40.0,0.0,8.0,0.5,10,1
SR01910,28.0,  Male ,Business Owner,5.5,8.0,12.0,5.0,3.0,5.0,45.0,3.0,7.0,1.0,10,0
SR00046,54.0,Male,Retired,7.5,1.0,,0.0,0.0,5.0,8.0,3.0,,0.0,5,0
SR03410,64.0,Female,Retired,6.5,5.0,6.0,2.0,1.0,7.0,25.0,7.0,2.0,,6,0
SR04675,78.0,Female,Retired,7.5,3.5,5.5,2.0,1.0,8.0,9.0,5.0,2.0,0.0,4,0
SR01076,51.0,Male,Business Owner,8.0,8.5,11.0,2.5,0.0,4.0,41.0,0.0,12.0,0.5,10,1
SR02830,32.0,Female,Business Owner,4.5,3.5,,1.0,2.0,,15.0,3.0,9.0,0.5,10,0
SR01505,,Other,Business Owner,4.0,7.0,7.5,3.5,0.0,8.0,52.0,2.0,10.0,0.0,10,1
SR02310,19.0,Female,Young Professional,3.5,7.5,9.0,3.0,2.0,5.0,35.0,2.0,9.0,0.5,10,1
SR01437,,F,Freelancer,10.0,7.5,,3.0,2.0,6.0,39.0,2.0,7.0,0.0,10,1
SR02419,,Female,Teacher,7.0,1.5,1.0,,30.0,10.0,29.0,7.0,7.0,1.0,6,0
SR03987,36.0,Female,Freelancer,9.5,7.0,7.5,3.5,2.0,6.0,26.0,2.0,9.0,0.0,10,1
SR03099,76.0,Female,Retired,6.5,4.0,4.0,3.5,,10.0,3.0,2.0,1.0,0.0,6,0
SR04589,52.0,MALE,Retired,6.5,3.5,,1.5,0.0,6.0,3.0,2.0,5.0,0.0,5,0
SR00284,28.0,Female,Business Owner,6.5,9.0,13.0,4.0,4.0,8.0,55.0,1.0,12.0,2.0,10,1
SR04919,37.0,Male,Business Owner,8.0,2.5,3.0,2.0,5.0,5.0,61.0,3.0,11.0,0.5,10,1
SR00843,54.0,Male,Business Owner,4.0,9.0,10.5,2.0,1.0,3.0,23.0,6.0,12.0,0.0,10,1
SR01514,26.0,Male,Student,6.0,4.0,6.0,1.5,,6.0,52.0,2.0,7.0,1.5,10,0
SR01169,40.0,Male,Techer,7.5,5.5,5.0,3.5,,7.0,5.0,0.0,9.0,0.5,7,0
SR01593,27.0,Other,Business Owner,8.0,7.5,10.0,3.5,,7.0,15.0,0.0,12.0,0.5,10,1
SR03461,68.0,Female,Retired,7.0,1.0,1.0,1.5,1.0,7.0,19.0,0.0,5.0,1.0,6,0
SR03166,26.0,Non-binary,Young Professional,6.5,5.5,5.5,2.0,2.0,6.0,7.0,1.0,9.0,1.5,5,0
SR02285,22.0,Female,Freelancer,6.0,7.5,10.0,1.0,4.0,6.0,34.0,4.0,6.0,0.0,10,1
SR03576,40.0,Non-binary,Teacher,8.5,4.0,4.5,,0.0,5.0,,,9.0,1.0,1,0
SR04871,18.0,Male,Student,7.5,8.0,11.0,2.0,3.0,8.0,48.0,,3.0,1.0,10,1
SR02306,25.0,Male,business owner,,6.5,7.5,4.0,6.0,6.0,53.0,4.0,12.0,0.0,10,1
SR00953,62.0,Male,Teacher,11.0,4.5,6.0,0.0,4.0,9.0,27.0,3.0,9.0,,1,0
SR04943,43.0,Male,Healthcare Worker,7.5,2.0,2.5,3.0,1.0,8.0,36.0,1.0,11.0,1.0,10,1
SR03054,45.0,Other,Business Owner,8.0,3.0,,2.0,5.0,6.0,36.0,1.0,10.0,0.5,10,1
SR04560,43.0,Male,Business Owner,7.0,6.5,9.5,3.5,2.0,10.0,20.0,2.0,11.0,1.0,10,0
SR02686,19.0,Non-binary,Young Professional,7.5,9.0,12.0,3.0,3.0,5.0,7.0,1.0,8.0,1.0,10,1
SR01490,34.0,Female,Freelancer,8.5,8.0,10.0,5.0,2.0,6.0,65.0,,10.0,0.0,10,1
SR00928,23.0,Male,Retired,9.5,3.5,5.0,0.0,0.0,7.0,23.0,5.0,0.0,0.0,1,0
SR01210,54.0,Female,Business Owner,6.0,9.5,12.5,2.0,0.0,4.0,41.0,1.0,9.0,0.0,10,1
SR03974,20.0,Non-binary,Student,6.0,6.0,6.5,1.5,1.0,4.0,39.0,7.0,5.0,1.5,10,1
SR03546,51.0,Female,Freelancer,6.0,7.5,10.0,4.0,3.0,7.0,43.0,3.0,10.0,0.5,10,1
SR04362,36.0,Non-binary,Business Owner,7.5,7.0,10.0,2.0,5.0,8.0,41.0,0.0,10.0,1.0,10,1
SR01922,53.0,Female,Teacher,5.5,4.0,6.0,1.0,3.0,5.0,17.0,5.0,4.0,1.5,8,0
SR00352,35.0,Female,Teacher,8.5,5.0,4.0,3.5,0.0,6.0,35.0,1.0,6.0,0.5,10,1
SR04899,36.0,Female,Retired,9.5,6.5,,1.5,0.0,10.0,3.0,1.0,,0.0,2,0
SR03394,32.0,Female,Healthcare Worker,4.0,4.0,6.0,1.5,5.0,,21.0,2.0,12.0,0.5,10,1
SR02722,32.0,Female,Young Professional,8.5,6.5,8.5,1.0,0.0,8.0,50.0,6.0,11.0,0.5,10,1
SR04982,19.0,Female,Student,7.5,,15.0,3.0,3.0,5.0,36.0,0.0,6.0,0.0,10,1
SR00719,48.0,Female,Young Professional,7.5,3.5,3.5,2.0,3.0,7.0,24.0,7.0,,0.5,3,0
SR02703,19.0,Non-binary,Student,6.5,6.0,7.5,,2.0,5.0,39.0,1.0,4.0,1.0,10,1
SR02723,85.0,Male,Retired,7.5,2.0,3.5,0.0,0.0,8.0,17.0,6.0,2.0,0.5,3,0
SR04562,21.0,Female,Student,7.5,11.0,,3.0,1.0,5.0,38.0,3.0,7.0,0.5,10,1
SR00309,29.0,Female,Freelancer,7.5,7.5,9.5,3.5,1.0,6.0,45.0,0.0,10.0,0.0,10,1
SR01676,33.0,Male,Business Owner,6.5,5.5,7.5,1.5,4.0,5.0,20.0,0.0,14.0,0.5,6,0
SR00834,32.0,Male,Young Professional,6.5,6.0,7.5,3.0,1.0,7.0,15.0,6.0,,1.0,7,0
SR00367,77.0,Female,Retired,6.0,1.0,2.0,0.0,0.0,6.0,11.0,2.0,4.0,1.0,6,0
SR04507,0.0,Male,Teacher,8.0,4.5,4.5,3.0,2.0,,24.0,3.0,9.0,1.0,4,0
SR02079,39.0,Male,Freelancer,8.0,9.5,12.5,1.0,4.0,6.0,29.0,4.0,6.0,0.0,10,1
SR04039,78.0,Female,retired,6.0,6.0,7.0,0.5,0.0,8.0,11.0,4.0,5.0,0.0,6,0
SR04847,37.0,Female,Business Owner,8.5,8.0,9.5,3.5,1.0,7.0,36.0,1.0,11.0,1.0,10,1
SR04480,41.0,Male,Business Owner,6.0,,9.5,2.0,4.0,2.0,35.0,1.0,14.0,0.5,10,1
SR01747,21.0,Non-binary,Business Owner,7.0,7.5,9.0,3.5,4.0,6.0,39.0,0.0,11.0,0.0,10,1
SR00020,54.0,Female,Young Professional,7.0,3.0,7.0,2.5,3.0,4.0,26.0,2.0,11.0,2.0,8,1
SR01323,19.0,Male,Student,7.5,8.5,10.0,1.0,3.0,7.0,45.0,0.0,4.0,0.0,10,1
SR03568,55.0,Female,Teacher,6.5,4.0,5.0,3.5,2.0,9.0,22.0,,6.0,0.5,7,0
SR02522,40.0,M,Healthcare Worker,6.5,4.5,6.0,2.5,5.0,8.0,12.0,4.0,8.0,1.0,8,0
SR00219,69.0,Other,freelancer,7.5,11.5,12.5,1.5,1.0,4.0,33.0,4.0,9.0,0.0,10,1
SR01488,76.0,Male,Retired,6.0,1.5,3.5,2.0,0.0,4.0,23.0,0.0,5.0,0.0,5,0
SR00439,21.0,Other,Student,5.5,8.0,12.0,4.0,,4.0,31.0,0.0,1.0,0.5,10,1
SR04175,20.0,Non-binary,Student,5.0,4.0,6.5,1.0,2.0,8.0,52.0,2.0,4.0,0.5,10,1
SR02751,58.0,Male,Teacher,7.0,7.5,8.5,3.0,1.0,6.0,23.0,5.0,12.0,0.0,7,0
SR03289,22.0,Female,Student,5.5,8.5,9.0,4.0,2.0,6.0,60.0,2.0,5.0,1.0,10,1
SR03434,38.0,Male,Healthcare Worker,,4.0,6.5,4.0,4.0,6.0,28.0,4.0,12.0,0.5,4,0
SR02526,36.0,Female,Business Owner,6.5,5.0,7.0,4.5,3.0,10.0,34.0,1.0,10.0,0.5,10,1
SR04651,20.0,Female,Young Professional,3.5,8.0,12.0,2.5,2.0,3.0,21.0,8.0,9.0,1.0,10,1
SR03689,70.0,Male,Retired,6.0,6.0,8.5,2.5,0.0,4.0,29.0,1.0,2.0,0.0,8,0
SR02764,35.0,Female,Teacher,8.0,3.5,6.5,,3.0,6.0,8.0,0.0,11.0,1.0,7,1
SR00803,36.0,Female,Freelancer,5.5,8.0,11.0,1.5,2.0,4.0,64.0,4.0,9.0,0.0,10,1
SR02998,,Female,Business Owner,4.0,,7.0,1.0,5.0,5.0,42.0,,15.0,0.0,10,1
SR02229,51.0,female,Young Professional,8.5,8.0,10.0,3.5,2.0,4.0,21.0,0.0,8.0,1.0,10,1
SR04786,40.0,Female,Retired,7.5,2.5,3.5,4.5,0.0,9.0,5.0,1.0,0.0,0.0,6,0
SR02078,56.0,MALE,Retired,8.5,3.5,,1.0,0.0,8.0,11.0,3.0,1.0,0.5,3,0
SR00583,55.0,Female,Teacher,7.5,9.5,12.0,5.0,1.0,4.0,23.0,3.0,1.0,1.0,10,1
SR00204,21.0,Female,Young Professional,8.0,7.0,10.5,5.0,2.0,8.0,38.0,5.0,11.0,1.0,10,1
SR04347,55.0,Male,Freelancer,6.5,9.5,11.0,2.5,2.0,8.0,41.0,,9.0,0.0,10,1
SR03479,67.0,Male,Retired,8.0,1.5,3.0,3.5,0.0,9.0,11.0,5.0,1.0,0.0,3,0
SR02930,77.0,Male,Retired,5.0,3.0,2.5,1.5,2.0,9.0,3.0,9.0,4.0,0.0,10,1
SR03086,75.0,Female,Retired,8.5,7.0,8.0,0.0,2.0,7.0,26.0,3.0,0.0,0.0,5,1
SR01019,25.0,Male,Young Professional,9.5,6.0,8.5,5.0,2.0,9.0,23.0,1.0,9.0,2.0,8,0
SR01584,33.0,Female,Healthcare Worker,6.5,4.5,6.0,3.0,,3.0,36.0,5.0,9.0,2.0,10,1
SR01033,34.0,Female,Healthcare Worker,,2.5,4.0,2.5,2.0,7.0,25.0,9.0,6.0,0.5,6,0
SR01719,51.0,Male,Teacher,7.0,4.0,6.5,3.0,1.0,7.0,28.0,4.0,8.0,1.0,6,0
SR01282,,Female,Student,6.5,9.0,10.5,,4.0,5.0,21.0,2.0,9.0,1.5,10,0
SR02499,20.0,Female,Student,6.0,11.0,12.5,5.5,3.0,6.0,45.0,2.0,5.0,1.0,10,1
SR03351,40.0,Male,Young Professional,7.0,2.0,1.0,2.0,1.0,5.0,45.0,3.0,12.0,2.0,10,1
SR00518,37.0,Male,Healthcare Worker,7.5,5.0,6.0,3.0,4.0,5.0,12.0,0.0,11.0,,8,0
SR01748,18.0,Non-binary,student,6.0,3.0,1.5,3.0,1.0,7.0,39.0,3.0,6.0,0.5,10,1
SR04653,,  Man ,Young Professional,5.5,8.0,11.5,0.5,5.0,7.0,34.0,3.0,12.0,2.0,10,1
SR03733,56.0,Non-binary,Young Professional,5.5,6.5,8.5,2.5,0.0,7.0,,1.0,6.0,1.5,10,1
SR00669,22.0,m,Freelancer,6.5,8.0,9.5,2.5,2.0,5.0,50.0,2.0,11.0,0.0,10,1
SR04060,27.0,Non-binary,Business Owner,5.5,8.5,6.5,2.0,,6.0,36.0,1.0,11.0,1.5,10,1
SR03027,39.0,Male,Business Owner,6.0,7.0,9.5,2.0,7.0,3.0,53.0,2.0,13.0,1.0,10,1
SR04933,30.0,Male,Healthcare Worker,,1.0,1.0,1.5,3.0,8.0,16.0,5.0,,1.0,10,1
SR03287,18.0,Female,Young Professional,5.5,7.0,10.5,,0.0,6.0,33.0,2.0,10.0,1.0,10,1
SR02651,60.0,Female,Young Professional,7.5,8.5,11.0,4.0,4.0,3.0,25.0,1.0,8.0,1.5,10,1
SR04454,71.0,Other,Teacher,8.5,4.5,5.5,,3.0,6.0,37.0,2.0,,0.0,10,1
SR03193,53.0,Other,Teacher,7.5,,6.5,3.5,5.0,5.0,33.0,3.0,8.0,1.0,10,1
SR02125,31.0,Female,Bussiness Owner,3.5,7.5,10.0,1.0,4.0,4.0,54.0,4.0,12.0,,10,1
SR03376,56.0,Male,retired,9.0,5.0,6.0,1.5,2.0,10.0,22.0,6.0,2.0,0.0,0,0
SR03393,54.0,NON-BINARY,Retried,7.0,6.5,8.0,2.0,1.0,5.0,8.0,7.0,0.0,0.0,3,0
SR03486,20.0,Male,Student,3.5,4.0,7.0,1.5,4.0,4.0,55.0,2.0,3.0,0.5,10,1
SR00760,23.0,Non-binary,Student,8.0,10.0,,2.5,1.0,7.0,17.0,4.0,9.0,0.5,10,1
SR03380,20.0,Female,Student,,6.5,8.0,5.0,1.0,4.0,42.0,4.0,10.0,0.5,10,1
SR04441,69.0,Female,Retired,7.5,3.0,3.0,1.0,0.0,10.0,12.0,3.0,2.0,0.0,4,0
SR02527,22.0,Male,Student,8.0,5.5,6.0,0.0,2.0,5.0,38.0,0.0,6.0,0.5,10,1
SR04859,,Male,Freelancer,5.5,7.5,11.5,2.0,2.0,6.0,36.0,4.0,7.0,0.0,10,1
SR00908,70.0,Female,Retired,8.5,5.0,6.5,1.5,1.0,,22.0,2.0,0.0,0.5,5,0
SR02684,40.0,Male,Young Professional,5.5,3.5,4.5,5.5,4.0,6.0,25.0,0.0,9.0,1.5,10,1
SR00215,27.0,Non-binary,Freelancer,8.5,10.5,13.5,4.0,1.0,8.0,58.0,1.0,11.0,1.0,10,1
SR03332,36.0,  Male ,Healthcare Worker,5.0,7.0,7.0,2.5,30.0,6.0,15.0,4.0,8.0,2.0,10,0
SR04459,27.0,Non-binary,Young Professional,6.0,4.0,6.0,3.0,2.0,7.0,30.0,3.0,12.0,2.0,10,1
SR00694,20.0,Male,Student,8.0,7.0,8.5,5.0,0.0,6.0,59.0,0.0,0.0,0.0,10,1
SR01504,68.0,Female,Retired,,2.5,4.5,0.0,0.0,6.0,9.0,0.0,4.0,0.5,5,1
SR02415,27.0,Non-binary,Young Professional,7.5,6.5,11.0,3.5,1.0,,15.0,4.0,9.0,1.0,10,1
SR02119,25.0,Other,Young Professional,5.5,8.5,14.0,4.0,4.0,7.0,36.0,7.0,11.0,1.5,10,1
SR03859,27.0,Female,Healthcare Worker,6.0,4.0,5.0,0.5,4.0,9.0,3.0,4.0,14.0,1.0,10,1
SR02463,41.0,Female,Teacher,7.5,3.5,4.5,4.0,0.0,6.0,34.0,1.0,6.0,0.0,10,1
SR03636,28.0,Female,Studdent,7.0,8.5,12.5,2.0,3.0,7.0,54.0,4.0,6.0,0.5,10,1
SR04106,55.0,Female,Teacher,,2.0,3.0,,,7.0,20.0,6.0,5.0,2.0,0,0
SR04479,27.0,Non-binary,Freelancer,7.5,8.0,10.0,3.5,0.0,9.0,,6.0,10.0,0.0,10,1
SR00197,34.0,Female,Young Professional,6.5,8.5,11.0,5.0,0.0,8.0,14.0,4.0,9.0,1.0,10,1
SR04668,76.0,Female,Retired,9.0,1.5,2.0,3.5,0.0,6.0,13.0,,0.0,0.5,0,0
SR01544,20.0,Female,student,5.5,7.5,8.5,6.0,4.0,6.0,24.0,1.0,3.0,0.0,10,1
SR01331,42.0,Male,Healthcare Worker,5.5,2.5,2.5,0.0,,7.0,51.0,1.0,14.0,1.5,10,1
SR00880,19.0,Female,Student,6.5,10.5,15.0,5.0,2.0,6.0,33.0,1.0,5.0,1.0,10,1
SR04503,23.0,Non-binary,Student,6.0,,,3.5,2.0,6.0,28.0,1.0,4.0,0.0,10,1
SR03502,40.0,Other,Freelancer,8.5,6.5,11.0,1.0,2.0,6.0,39.0,2.0,11.0,0.5,10,1
SR03895,26.0,Male,Young Professional,4.5,7.5,11.0,5.5,2.0,8.0,23.0,2.0,7.0,0.5,10,0
SR04991,36.0,Female,Healthcare worker,7.0,2.0,3.0,0.0,,6.0,53.0,2.0,9.0,,10,0
SR00888,40.0,female,Freelancer,5.5,6.5,8.5,3.5,2.0,4.0,63.0,7.0,13.0,0.0,10,1
SR01346,29.0,Female,Young Professional,7.5,8.0,11.0,2.5,0.0,5.0,38.0,,,1.5,10,1
SR00069,26.0,Female,Business Owner,4.0,,5.0,3.0,5.0,8.0,34.0,1.0,10.0,1.0,10,1
SR04211,54.0,f,Teacher,8.5,5.5,9.0,0.0,2.0,6.0,37.0,2.0,7.0,2.0,10,1
SR01816,29.0,Male,Yng Professional,7.0,7.0,12.0,1.5,5.0,6.0,47.0,3.0,10.0,1.5,10,1
SR00569,25.0,Female,Freelancer,7.0,7.0,10.0,4.0,3.0,,46.0,4.0,10.0,0.5,10,1
SR02168,54.0,Female,Freelancer,6.5,9.5,12.5,2.5,,4.0,51.0,4.0,1.0,,10,1
SR00097,,Male,Retired,10.5,1.5,2.5,0.0,0.0,8.0,15.0,3.0,0.0,0.0,0,1
SR04182,18.0,Male,Studdent,5.0,7.5,10.0,4.5,3.0,6.0,22.0,6.0,5.0,0.5,10,1
SR03354,74.0,Male,Retired,9.5,,5.0,0.5,3.0,6.0,20.0,4.0,0.0,0.5,1,1
SR00140,23.0,male,Student,7.5,,10.5,1.5,1.0,9.0,30.0,,5.0,0.0,10,1
SR04955,44.0,Female,Retired,7.5,2.0,1.0,1.5,1.0,10.0,14.0,5.0,4.0,0.0,3,0
SR02603,31.0,Female,Healthcare Worker,5.5,4.5,4.5,1.0,1.0,3.0,21.0,2.0,13.0,0.0,10,1
SR04024,25.0,Non-binary,Freelancer,,10.0,13.0,,3.0,7.0,63.0,0.0,9.0,,10,1
SR04773,32.0,Male,Young Professional,5.0,7.0,9.5,4.5,3.0,8.0,20.0,0.0,8.0,0.5,10,1
SR01607,38.0,Male,Freelancer,8.0,5.5,7.0,6.5,4.0,8.0,27.0,1.0,9.0,0.5,10,0
SR01630,78.0,Female,Freelancer,8.5,6.0,6.0,3.0,3.0,7.0,40.0,,7.0,0.5,10,1
SR01540,21.0,Male,Student,7.0,6.5,8.5,6.0,0.0,,,2.0,7.0,0.0,10,1
SR01695,37.0,M,Business Owner,6.0,4.0,4.0,6.0,4.0,7.0,26.0,4.0,10.0,0.5,10,0
SR02060,71.0,Male,Retired,8.5,2.5,4.5,2.5,4.0,5.0,6.0,4.0,3.0,0.5,4,0
SR00464,25.0,Female,Young Professional,5.5,3.5,4.5,0.0,4.0,,26.0,5.0,6.0,1.0,10,1
SR02331,40.0,Non-binary,Business Owner,5.5,3.0,2.5,4.0,5.0,5.0,37.0,4.0,11.0,1.0,10,1
SR03044,,Female,Retired,,6.0,6.5,1.0,2.0,7.0,16.0,0.0,2.0,0.5,6,0
SR04735,18.0,Female,Student,7.0,7.5,9.0,0.0,0.0,7.0,64.0,0.0,5.0,0.5,10,1
SR00595,30.0,Other,Business Owner,7.5,6.5,8.5,1.5,1.0,10.0,31.0,0.0,10.0,1.0,9,1
SR03815,46.0,Female,Young Professional,8.5,6.5,6.5,0.0,2.0,6.0,21.0,2.0,10.0,1.0,5,0
SR00626,,Male,Retired,7.0,5.0,8.0,2.5,0.0,,31.0,4.0,2.0,0.5,8,0
SR00451,37.0,Male,Business Owner,7.5,35.0,8.0,4.0,,4.0,28.0,4.0,8.0,0.0,10,1
SR01500,29.0,Male,Freelancer,9.0,7.0,7.5,3.5,3.0,4.0,36.0,3.0,7.0,0.0,10,0
SR02457,54.0,Female,Young Professional,6.0,6.0,7.0,2.0,2.0,6.0,40.0,3.0,7.0,1.0,10,1
SR04723,37.0,Female,Retired,,2.0,1.5,3.0,0.0,5.0,9.0,5.0,1.0,0.0,2,0
SR02985,77.0,Female,Retired,7.5,6.0,10.0,0.0,3.0,6.0,11.0,4.0,0.0,0.0,5,0
SR01570,53.0,Male,Teacher,6.0,6.5,8.0,4.5,2.0,6.0,20.0,4.0,7.0,1.0,10,1
SR01035,19.0,Male,Student,5.5,6.5,7.0,4.5,1.0,3.0,58.0,5.0,,,10,1
SR03519,80.0,Male,Retired,8.0,2.5,2.5,2.0,0.0,8.0,7.0,,,0.0,5,0
SR01558,53.0,Female,Business Owner,4.5,12.0,15.0,5.5,4.0,6.0,31.0,5.0,13.0,1.0,10,1
SR03625,52.0,Female,Young Professional,8.0,5.5,6.5,2.0,3.0,4.0,35.0,4.0,12.0,1.5,10,1
SR04665,36.0,Female,Young Professional,,6.5,,2.5,3.0,5.0,44.0,1.0,7.0,,10,1
SR00151,19.0,  Male ,student,6.0,11.0,15.0,3.5,2.0,4.0,62.0,1.0,6.0,0.5,10,1
SR01421,39.0,Male,Health Care Worker,4.0,3.5,3.5,1.0,3.0,7.0,16.0,2.0,12.0,0.0,10,1
SR02012,69.0,  Female ,Retired,6.0,2.0,4.0,1.0,2.0,8.0,3.0,3.0,4.0,0.5,5,0
SR02687,39.0,NON-BINARY,Young Professional,10.5,5.5,8.0,0.0,2.0,3.0,32.0,0.0,8.0,1.0,10,1
SR01787,42.0,Non-binary,Young Professional,7.5,6.0,8.0,4.0,,8.0,51.0,,12.0,1.0,10,1
SR00089,68.0,Female,Retired,7.5,2.5,1.0,1.0,1.0,6.0,27.0,9.0,4.0,0.5,2,0
SR00458,53.0,Non-binary,Young Professional,7.5,5.5,8.0,2.5,4.0,,6.0,3.0,7.0,1.5,7,0
SR01306,48.0,Male,Teacher,6.5,5.5,5.0,4.5,1.0,8.0,29.0,5.0,11.0,1.0,10,1
SR02926,76.0,Male,Retired,8.5,4.0,6.0,2.0,5.0,10.0,17.0,5.0,5.0,0.0,0,0
